millis,dt,v,a,watts,v_sh
4693,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4703,1970-01-01 00:00:04,5.080,0.079,0.400,0.008
4713,1970-01-01 00:00:04,5.080,0.079,0.400,0.008
4723,1970-01-01 00:00:04,5.080,0.029,0.148,0.003
4733,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4743,1970-01-01 00:00:04,5.080,0.029,0.148,0.003
4753,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4763,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4773,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4783,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4793,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4803,1970-01-01 00:00:04,5.080,0.031,0.156,0.003
4813,1970-01-01 00:00:04,5.064,0.031,0.156,0.003
4823,1970-01-01 00:00:04,5.088,0.046,0.232,0.005
4833,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4843,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4853,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4863,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4873,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4883,1970-01-01 00:00:04,5.088,0.029,0.147,0.003
4893,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4903,1970-01-01 00:00:04,5.080,0.029,0.146,0.003
4913,1970-01-01 00:00:04,5.080,0.083,0.421,0.008
4923,1970-01-01 00:00:04,5.080,0.083,0.421,0.008
4933,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4944,1970-01-01 00:00:04,5.088,0.029,0.147,0.003
4953,1970-01-01 00:00:04,5.088,0.029,0.147,0.003
4963,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
4973,1970-01-01 00:00:04,5.088,0.029,0.147,0.003
4983,1970-01-01 00:00:04,5.088,0.029,0.147,0.003
4993,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
5003,1970-01-01 00:00:04,5.088,0.029,0.149,0.003
5013,1970-01-01 00:00:04,5.064,0.040,0.203,0.004
5023,1970-01-01 00:00:04,5.064,0.035,0.178,0.004
5033,1970-01-01 00:00:04,5.088,0.035,0.179,0.004
5043,1970-01-01 00:00:05,5.088,0.029,0.149,0.003
5053,1970-01-01 00:00:05,5.088,0.029,0.147,0.003
5063,1970-01-01 00:00:05,5.088,0.029,0.147,0.003
5106,1970-01-01 00:00:05,5.080,0.029,0.146,0.003
5113,1970-01-01 00:00:05,5.080,0.081,0.410,0.008
5123,1970-01-01 00:00:05,5.080,0.081,0.410,0.008
5133,1970-01-01 00:00:05,5.072,0.080,0.406,0.008
5143,1970-01-01 00:00:05,5.072,0.080,0.406,0.008
5153,1970-01-01 00:00:05,5.072,0.085,0.430,0.008
5163,1970-01-01 00:00:05,5.088,0.029,0.149,0.003
5173,1970-01-01 00:00:05,5.088,0.029,0.149,0.003
5183,1970-01-01 00:00:05,5.088,0.029,0.149,0.003
5193,1970-01-01 00:00:05,5.088,0.029,0.149,0.003
5203,1970-01-01 00:00:05,5.088,0.029,0.147,0.003
5213,1970-01-01 00:00:05,5.088,0.048,0.246,0.005
5223,1970-01-01 00:00:05,5.064,0.048,0.245,0.005
5233,1970-01-01 00:00:05,5.064,0.084,0.425,0.008
5243,1970-01-01 00:00:05,5.080,0.028,0.144,0.003
5253,1970-01-01 00:00:05,5.088,0.028,0.144,0.003
5263,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5273,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5283,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5293,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5303,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5313,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5323,1970-01-01 00:00:05,5.072,0.079,0.400,0.008
5333,1970-01-01 00:00:05,5.072,0.079,0.400,0.008
5343,1970-01-01 00:00:05,5.072,0.080,0.404,0.008
5353,1970-01-01 00:00:05,5.072,0.049,0.248,0.005
5363,1970-01-01 00:00:05,5.088,0.049,0.248,0.005
5374,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5383,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5393,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5403,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5413,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5423,1970-01-01 00:00:05,5.088,0.056,0.287,0.006
5433,1970-01-01 00:00:05,5.072,0.028,0.140,0.003
5443,1970-01-01 00:00:05,5.088,0.028,0.140,0.003
5453,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5463,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5473,1970-01-01 00:00:05,5.064,0.030,0.152,0.003
5483,1970-01-01 00:00:05,5.064,0.083,0.419,0.008
5493,1970-01-01 00:00:05,5.072,0.083,0.420,0.008
5503,1970-01-01 00:00:05,5.072,0.079,0.402,0.008
5513,1970-01-01 00:00:05,5.072,0.080,0.404,0.008
5523,1970-01-01 00:00:05,5.072,0.080,0.404,0.008
5533,1970-01-01 00:00:05,5.072,0.083,0.422,0.008
5543,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5553,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5563,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5573,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5583,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5593,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5603,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5613,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5623,1970-01-01 00:00:05,5.080,0.064,0.325,0.006
5633,1970-01-01 00:00:05,5.072,0.064,0.325,0.006
5643,1970-01-01 00:00:05,5.072,0.027,0.138,0.003
5653,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5663,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5673,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5683,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5693,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5703,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5713,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5723,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5733,1970-01-01 00:00:05,5.072,0.027,0.138,0.003
5743,1970-01-01 00:00:05,5.088,0.058,0.297,0.006
5753,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5763,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5773,1970-01-01 00:00:05,5.080,0.027,0.138,0.003
5783,1970-01-01 00:00:05,5.080,0.029,0.146,0.003
5793,1970-01-01 00:00:05,5.088,0.029,0.147,0.003
5803,1970-01-01 00:00:05,5.088,0.028,0.144,0.003
5813,1970-01-01 00:00:05,5.088,0.028,0.144,0.003
5823,1970-01-01 00:00:05,5.088,0.028,0.144,0.003
5833,1970-01-01 00:00:05,5.088,0.074,0.374,0.007
5843,1970-01-01 00:00:05,5.072,0.074,0.373,0.007
5853,1970-01-01 00:00:05,5.088,0.056,0.283,0.006
5863,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5873,1970-01-01 00:00:05,5.088,0.027,0.138,0.003
5883,1970-01-01 00:00:05,5.088,0.028,0.140,0.003
5893,1970-01-01 00:00:05,5.088,0.028,0.140,0.003
5903,1970-01-01 00:00:05,5.088,0.028,0.140,0.003
5913,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5923,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5933,1970-01-01 00:00:05,5.064,0.028,0.142,0.003
5943,1970-01-01 00:00:05,5.064,0.049,0.247,0.005
5953,1970-01-01 00:00:05,5.088,0.049,0.248,0.005
5963,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5973,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5983,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
5993,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
6003,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
6013,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
6023,1970-01-01 00:00:05,5.088,0.028,0.142,0.003
6033,1970-01-01 00:00:05,5.080,0.028,0.142,0.003
6043,1970-01-01 00:00:06,5.080,0.082,0.415,0.008
6053,1970-01-01 00:00:06,5.080,0.028,0.142,0.003
6063,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6106,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6113,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6123,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6134,1970-01-01 00:00:06,5.088,0.035,0.179,0.004
6143,1970-01-01 00:00:06,5.064,0.035,0.178,0.004
6153,1970-01-01 00:00:06,5.064,0.083,0.421,0.008
6163,1970-01-01 00:00:06,5.080,0.028,0.142,0.003
6184,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6192,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6199,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6206,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6213,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6223,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6233,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6243,1970-01-01 00:00:06,5.080,0.081,0.412,0.008
6253,1970-01-01 00:00:06,5.088,0.081,0.413,0.008
6263,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6273,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6283,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6293,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6303,1970-01-01 00:00:06,5.080,0.027,0.138,0.003
6313,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6323,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6333,1970-01-01 00:00:06,5.088,0.027,0.138,0.003
6343,1970-01-01 00:00:06,5.088,0.044,0.222,0.004
6353,1970-01-01 00:00:06,5.064,0.029,0.148,0.003
6363,1970-01-01 00:00:06,5.088,0.029,0.149,0.003
6373,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6383,1970-01-01 00:00:06,5.080,0.028,0.142,0.003
6393,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6403,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6413,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6423,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6433,1970-01-01 00:00:06,5.088,0.028,0.144,0.003
6443,1970-01-01 00:00:06,5.080,0.028,0.144,0.003
6453,1970-01-01 00:00:06,5.080,0.079,0.400,0.008
6463,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
6473,1970-01-01 00:00:06,5.064,0.028,0.142,0.003
6483,1970-01-01 00:00:06,5.064,0.084,0.423,0.008
6493,1970-01-01 00:00:06,5.072,0.084,0.424,0.008
6503,1970-01-01 00:00:06,5.072,0.080,0.408,0.008
6513,1970-01-01 00:00:06,5.072,0.081,0.410,0.008
6523,1970-01-01 00:00:06,5.072,0.081,0.410,0.008
6533,1970-01-01 00:00:06,5.072,0.085,0.432,0.009
6543,1970-01-01 00:00:06,5.080,0.053,0.268,0.005
6553,1970-01-01 00:00:06,5.072,0.053,0.268,0.005
6563,1970-01-01 00:00:06,5.072,0.028,0.142,0.003
6573,1970-01-01 00:00:06,5.088,0.028,0.142,0.003
7465,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7509,1970-01-01 00:00:07,5.072,0.079,0.402,0.008
7517,1970-01-01 00:00:07,5.072,0.079,0.402,0.008
7524,1970-01-01 00:00:07,5.072,0.082,0.416,0.008
7533,1970-01-01 00:00:07,5.072,0.082,0.416,0.008
7543,1970-01-01 00:00:07,5.072,0.078,0.398,0.008
7553,1970-01-01 00:00:07,5.072,0.078,0.398,0.008
7563,1970-01-01 00:00:07,5.072,0.080,0.406,0.008
7574,1970-01-01 00:00:07,5.072,0.079,0.402,0.008
7583,1970-01-01 00:00:07,5.072,0.079,0.402,0.008
7593,1970-01-01 00:00:07,5.072,0.048,0.243,0.005
7603,1970-01-01 00:00:07,5.088,0.048,0.244,0.005
7613,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7623,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
7633,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
7643,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
7653,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7663,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7673,1970-01-01 00:00:07,5.088,0.050,0.252,0.005
7683,1970-01-01 00:00:07,5.064,0.050,0.251,0.005
7693,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7703,1970-01-01 00:00:07,5.088,0.029,0.149,0.003
7713,1970-01-01 00:00:07,5.088,0.029,0.149,0.003
7723,1970-01-01 00:00:07,5.088,0.029,0.149,0.003
7733,1970-01-01 00:00:07,5.088,0.030,0.151,0.003
7743,1970-01-01 00:00:07,5.088,0.030,0.151,0.003
7753,1970-01-01 00:00:07,5.088,0.029,0.149,0.003
7763,1970-01-01 00:00:07,5.088,0.029,0.149,0.003
7773,1970-01-01 00:00:07,5.072,0.029,0.148,0.003
7783,1970-01-01 00:00:07,5.072,0.075,0.381,0.008
7793,1970-01-01 00:00:07,5.088,0.075,0.383,0.008
7803,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7813,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7823,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7833,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7843,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7853,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7863,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7873,1970-01-01 00:00:07,5.088,0.029,0.147,0.003
7883,1970-01-01 00:00:07,5.072,0.058,0.294,0.006
7893,1970-01-01 00:00:07,5.072,0.028,0.144,0.003
7903,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
7913,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7923,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
7933,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
7943,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7953,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7963,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7973,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
7983,1970-01-01 00:00:07,5.072,0.028,0.142,0.003
7993,1970-01-01 00:00:07,5.072,0.066,0.335,0.007
8003,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
8013,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
8023,1970-01-01 00:00:07,5.088,0.028,0.142,0.003
8033,1970-01-01 00:00:07,5.088,0.028,0.144,0.003
8043,1970-01-01 00:00:08,5.088,0.028,0.144,0.003
8053,1970-01-01 00:00:08,5.088,0.028,0.142,0.003
8063,1970-01-01 00:00:08,5.088,0.028,0.142,0.003
8107,1970-01-01 00:00:08,5.072,0.082,0.414,0.008
8113,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8123,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8133,1970-01-01 00:00:08,5.072,0.081,0.410,0.008
8143,1970-01-01 00:00:08,5.072,0.081,0.410,0.008
8153,1970-01-01 00:00:08,5.072,0.084,0.424,0.008
8163,1970-01-01 00:00:08,5.072,0.081,0.412,0.008
8173,1970-01-01 00:00:08,5.072,0.081,0.412,0.008
8183,1970-01-01 00:00:08,5.072,0.081,0.412,0.008
8193,1970-01-01 00:00:08,5.072,0.054,0.276,0.005
8203,1970-01-01 00:00:08,5.088,0.054,0.277,0.005
8213,1970-01-01 00:00:08,5.088,0.028,0.140,0.003
8223,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8233,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8243,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8253,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8263,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8273,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8283,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8293,1970-01-01 00:00:08,5.088,0.075,0.383,0.008
8303,1970-01-01 00:00:08,5.072,0.077,0.392,0.008
8313,1970-01-01 00:00:08,5.072,0.077,0.392,0.008
8323,1970-01-01 00:00:08,5.072,0.080,0.404,0.008
8333,1970-01-01 00:00:08,5.072,0.080,0.404,0.008
8343,1970-01-01 00:00:08,5.072,0.079,0.402,0.008
8353,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8363,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8373,1970-01-01 00:00:08,5.072,0.081,0.410,0.008
8383,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8393,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8403,1970-01-01 00:00:08,5.072,0.046,0.235,0.005
8413,1970-01-01 00:00:08,5.088,0.046,0.236,0.005
8423,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8433,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8443,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8453,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8463,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8473,1970-01-01 00:00:08,5.072,0.027,0.138,0.003
8483,1970-01-01 00:00:08,5.072,0.081,0.410,0.008
8493,1970-01-01 00:00:08,5.064,0.079,0.401,0.008
8503,1970-01-01 00:00:08,5.072,0.079,0.402,0.008
8513,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8523,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8533,1970-01-01 00:00:08,5.072,0.080,0.406,0.008
8543,1970-01-01 00:00:08,5.072,0.081,0.410,0.008
8553,1970-01-01 00:00:08,5.064,0.081,0.409,0.008
8563,1970-01-01 00:00:08,5.064,0.043,0.219,0.004
8573,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8583,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8593,1970-01-01 00:00:08,5.080,0.036,0.181,0.004
8603,1970-01-01 00:00:08,5.064,0.036,0.180,0.004
8613,1970-01-01 00:00:08,5.088,0.038,0.191,0.004
8623,1970-01-01 00:00:08,5.088,0.029,0.147,0.003
8633,1970-01-01 00:00:08,5.088,0.029,0.147,0.003
8643,1970-01-01 00:00:08,5.088,0.029,0.149,0.003
8653,1970-01-01 00:00:08,5.088,0.029,0.147,0.003
8663,1970-01-01 00:00:08,5.080,0.029,0.146,0.003
8673,1970-01-01 00:00:08,5.080,0.029,0.146,0.003
8683,1970-01-01 00:00:08,5.088,0.029,0.149,0.003
8694,1970-01-01 00:00:08,5.080,0.029,0.148,0.003
8703,1970-01-01 00:00:08,5.080,0.080,0.408,0.008
8713,1970-01-01 00:00:08,5.072,0.080,0.408,0.008
8723,1970-01-01 00:00:08,5.088,0.029,0.147,0.003
8733,1970-01-01 00:00:08,5.088,0.028,0.144,0.003
8743,1970-01-01 00:00:08,5.088,0.028,0.144,0.003
8753,1970-01-01 00:00:08,5.088,0.028,0.142,0.003
8763,1970-01-01 00:00:08,5.088,0.028,0.140,0.003
8773,1970-01-01 00:00:08,5.088,0.028,0.140,0.003
8783,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8793,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8803,1970-01-01 00:00:08,5.064,0.045,0.229,0.005
8813,1970-01-01 00:00:08,5.064,0.027,0.138,0.003
8823,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8833,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8843,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8853,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8863,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8873,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8883,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8893,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8903,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8913,1970-01-01 00:00:08,5.088,0.076,0.389,0.008
8923,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8933,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8943,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8953,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8963,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8973,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
8983,1970-01-01 00:00:08,5.080,0.027,0.138,0.003
8993,1970-01-01 00:00:08,5.080,0.028,0.140,0.003
9003,1970-01-01 00:00:08,5.080,0.054,0.272,0.005
9013,1970-01-01 00:00:08,5.072,0.054,0.272,0.005
9023,1970-01-01 00:00:08,5.072,0.027,0.138,0.003
9033,1970-01-01 00:00:08,5.088,0.027,0.138,0.003
9043,1970-01-01 00:00:09,5.088,0.027,0.138,0.003
9053,1970-01-01 00:00:09,5.088,0.027,0.138,0.003
9063,1970-01-01 00:00:09,5.088,0.027,0.138,0.003
9107,1970-01-01 00:00:09,5.072,0.027,0.138,0.003
9114,1970-01-01 00:00:09,5.072,0.068,0.345,0.007
9123,1970-01-01 00:00:09,5.088,0.068,0.346,0.007
9133,1970-01-01 00:00:09,5.088,0.027,0.138,0.003
9143,1970-01-01 00:00:09,5.088,0.027,0.138,0.003
9153,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9163,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9173,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9183,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9193,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9203,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9213,1970-01-01 00:00:09,5.080,0.062,0.315,0.006
9223,1970-01-01 00:00:09,5.072,0.028,0.140,0.003
9233,1970-01-01 00:00:09,5.088,0.028,0.140,0.003
9243,1970-01-01 00:00:09,5.088,0.028,0.144,0.003
9253,1970-01-01 00:00:09,5.088,0.028,0.144,0.003
9263,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9273,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9283,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9293,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9303,1970-01-01 00:00:09,5.080,0.027,0.138,0.003
9313,1970-01-01 00:00:09,5.072,0.027,0.138,0.003
9323,1970-01-01 00:00:09,5.072,0.060,0.306,0.006
9333,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9343,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9353,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9363,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9373,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9383,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9393,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9403,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9413,1970-01-01 00:00:09,5.080,0.071,0.360,0.007
9423,1970-01-01 00:00:09,5.080,0.071,0.360,0.007
9433,1970-01-01 00:00:09,5.080,0.029,0.146,0.003
9443,1970-01-01 00:00:09,5.088,0.029,0.147,0.003
9453,1970-01-01 00:00:09,5.088,0.029,0.147,0.003
9463,1970-01-01 00:00:09,5.088,0.029,0.147,0.003
9473,1970-01-01 00:00:09,5.072,0.029,0.146,0.003
9483,1970-01-01 00:00:09,5.072,0.083,0.422,0.008
9493,1970-01-01 00:00:09,5.072,0.082,0.414,0.008
9503,1970-01-01 00:00:09,5.072,0.082,0.414,0.008
9513,1970-01-01 00:00:09,5.072,0.081,0.412,0.008
9523,1970-01-01 00:00:09,5.072,0.084,0.426,0.008
9533,1970-01-01 00:00:09,5.088,0.084,0.427,0.008
9543,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9553,1970-01-01 00:00:09,5.088,0.028,0.142,0.003
9563,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9573,1970-01-01 00:00:09,5.080,0.028,0.142,0.003
9595,1969-12-31 18:00:09,5.080,0.028,0.142,0.003
9613,1969-12-31 18:00:09,5.080,0.028,0.142,0.003
9623,1969-12-31 18:00:09,5.080,0.028,0.142,0.003
9635,1969-12-31 18:00:09,5.064,0.081,0.409,0.008
9645,1969-12-31 18:00:09,5.072,0.086,0.434,0.009
9664,1969-12-31 18:00:09,5.072,0.083,0.420,0.008
9683,1969-12-31 18:00:09,5.072,0.083,0.420,0.008
9699,1969-12-31 18:00:09,5.072,0.082,0.418,0.008
9708,1969-12-31 18:00:09,5.064,0.083,0.419,0.008
9720,1969-12-31 18:00:09,5.072,0.034,0.172,0.003
9730,1969-12-31 18:00:09,5.072,0.042,0.215,0.004
9742,1969-12-31 18:00:09,5.088,0.042,0.216,0.004
9752,1969-12-31 18:00:09,5.088,0.042,0.216,0.004
9762,1969-12-31 18:00:09,5.088,0.029,0.147,0.003
9773,1969-12-31 18:00:09,5.088,0.029,0.147,0.003
9783,1969-12-31 18:00:09,5.088,0.029,0.147,0.003
9795,1969-12-31 18:00:09,5.088,0.029,0.147,0.003
9805,1969-12-31 18:00:09,5.088,0.029,0.147,0.003
9816,1969-12-31 18:00:09,5.080,0.029,0.146,0.003
9826,1969-12-31 18:00:09,5.080,0.081,0.410,0.008
9837,1969-12-31 18:00:09,5.072,0.081,0.410,0.008
9846,1969-12-31 18:00:09,5.088,0.029,0.149,0.003
9857,1969-12-31 18:00:09,5.088,0.029,0.147,0.003
9869,2025-01-19 18:50:54,5.088,0.029,0.147,0.003
9880,2025-01-19 18:50:54,5.088,0.029,0.147,0.003
9891,2025-01-19 18:50:54,5.088,0.029,0.147,0.003
9900,2025-01-19 18:50:54,5.088,0.029,0.147,0.003
9910,2025-01-19 18:50:54,5.088,0.029,0.147,0.003
9921,2025-01-19 18:50:54,5.088,0.043,0.218,0.004
9930,2025-01-19 18:50:54,5.072,0.043,0.217,0.004
9941,2025-01-19 18:50:54,5.072,0.084,0.426,0.008
9951,2025-01-19 18:50:54,5.072,0.084,0.426,0.008
9961,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
9970,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
9981,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
9990,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
10000,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
10011,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
10020,2025-01-19 18:50:54,5.088,0.029,0.149,0.003
10031,2025-01-19 18:50:54,5.080,0.029,0.148,0.003
10041,2025-01-19 18:50:54,5.088,0.080,0.409,0.008
10053,2025-01-19 18:50:54,5.088,0.027,0.138,0.003
10064,2025-01-19 18:50:54,5.088,0.027,0.138,0.003
10112,2025-01-19 18:50:54,5.080,0.027,0.138,0.003
10123,2025-01-19 18:50:54,5.080,0.027,0.138,0.003
10134,2025-01-19 18:50:54,5.080,0.027,0.138,0.003
10145,2025-01-19 18:50:54,5.064,0.080,0.403,0.008
10155,2025-01-19 18:50:54,5.064,0.040,0.203,0.004
10166,2025-01-19 18:50:54,5.088,0.040,0.204,0.004
10176,2025-01-19 18:50:54,5.088,0.027,0.138,0.003
